"LOCATION","Country","SKILL","Skills","Value","Flag Codes","Flags"
"SVK","Slovak Republic","11-5","time management",-0.013,,
"SVK","Slovak Republic","11","resource management",-0.023,,
"SVK","Slovak Republic","12-1","biology",0.009,,
"SVK","Slovak Republic","12-2","chemistry",0.094,,
"SVK","Slovak Republic","12-3","geography",0.07,,
"SVK","Slovak Republic","12-4","physics",-0.091,,
"SVK","Slovak Republic","12-5","sociology and anthropology",-0.041,,
"SVK","Slovak Republic","12","scientific knowledge",0.03,,
"SVK","Slovak Republic","13-1","coordination",-0.043,,
"SVK","Slovak Republic","13-2","judgment and decision making",-0.015,,
"SVK","Slovak Republic","13-3","persuasion and negotiation",0.039,,
"SVK","Slovak Republic","13-4","social perceptiveness",-0.034,,
"SVK","Slovak Republic","13","social skills",-0.019,,
"SVK","Slovak Republic","14-1","training and education",-0.034,,
"SVK","Slovak Republic","14","training and education",-0.064,,
"ESP","Spain","01-1","fine arts",0.056,,
"ESP","Spain","01-2","history and archaeology",-0.016,,
"ESP","Spain","01-3","philosophy and theology",-0.332,,
"ESP","Spain","01","arts and humanities knowledge",-0.172,,
"ESP","Spain","02-1","adaptability/resilience",0.04,,
"ESP","Spain","02-2","motivation/commitment",-0.272,,
"ESP","Spain","02-3","self-management/rigour",-0.226,,
"ESP","Spain","02-4","values",-0.05,,
"ESP","Spain","02","attitudes",-0.232,,
"ESP","Spain","03-1","clerical",-0.097,,
"ESP","Spain","03-2","customer and personal service",-0.364,,
"ESP","Spain","03-3","sales and marketing",-0.233,,
"ESP","Spain","03","business processes",-0.434,,
"ESP","Spain","04-1","learning",0.184,,
"ESP","Spain","04-2","originality",0.027,,
"ESP","Spain","04-3","quantitative abilities",-0.264,,
"ESP","Spain","04-4","reasoning and problem-solving",0.058,,
"ESP","Spain","04","cognitive skills",0.036,,
"ESP","Spain","05-1","active listening",-0.287,,
"ESP","Spain","05-2","communications and media",-0.058,,
"ESP","Spain","05-3","reading comprehension",0.106,,
"ESP","Spain","05-4","speaking",-0.058,,
"ESP","Spain","05-5","writing",0.024,,
"ESP","Spain","05","communication skills",-0.088,,
"ESP","Spain","06-1","computer programming",0.093,,
"ESP","Spain","06-2","digital content creation",0.218,,
"ESP","Spain","06-3","digital data processing",-0.017,,
"ESP","Spain","06-4","ict safety, networks and servers",0.014,,
"ESP","Spain","06-5","office tools and collaboration software",-0.033,,
"ESP","Spain","06-6","web development and cloud technologies",-0.058,,
"ESP","Spain","06","digital skills",0.083,,
"ESP","Spain","07-1","law and government",0.058,,
"ESP","Spain","07-2","public safety and security",-0.069,,
"ESP","Spain","07","law and public safety knowledge",0.005,,
"ESP","Spain","08-1","medicine and dentistry",0.194,,
"ESP","Spain","08-2","psychology, therapy, counselling",0.392,,
"ESP","Spain","08","medicine knowledge",0.602,,
"ESP","Spain","09-1","auditory and speech abilities",-0.017,,
"ESP","Spain","09-2","physical abilities",-0.319,,
"ESP","Spain","09-3","psychomotor abilities",-0.22,,
"ESP","Spain","09","physical skills",-0.348,,
"ESP","Spain","10-1","building and construction",-0.037,,
"ESP","Spain","10-2","design",-0.091,,
"ESP","Spain","10-3","engineering, mechanics and technology",0.061,,
"ESP","Spain","10-4","food production",-0.229,,
"ESP","Spain","10-5","installation and maintenance",-0.337,,
"ESP","Spain","10-6","production and processing",-0.119,,
"ESP","Spain","10-7","quality control analysis",-0.008,,
"ESP","Spain","10-8","telecommunications",0.029,,
"ESP","Spain","10-9","transportation",-0.327,,
"ESP","Spain","10","production and technology knowledge",-0.215,,
"ESP","Spain","11-1","administration and management",-0.033,,
"ESP","Spain","11-2","management of financial resources",-0.061,,
"ESP","Spain","11-3","management of material resources",-0.369,,
"ESP","Spain","11-4","management of personnel resources",-0.026,,
"ESP","Spain","11-5","time management",-0.09,,
"ESP","Spain","11","resource management",-0.218,,
"ESP","Spain","12-1","biology",0.058,,
"ESP","Spain","12-2","chemistry",0.183,,
"ESP","Spain","12-3","geography",0.223,,
"ESP","Spain","12-4","physics",0.019,,
"ESP","Spain","12-5","sociology and anthropology",0.144,,
"ESP","Spain","12","scientific knowledge",0.258,,
"ESP","Spain","13-1","coordination",-0.084,,
"ESP","Spain","13-2","judgment and decision making",0.031,,
"ESP","Spain","13-3","persuasion and negotiation",-0.031,,
"ESP","Spain","13-4","social perceptiveness",-0.156,,
"ESP","Spain","13","social skills",-0.108,,
"ESP","Spain","14-1","training and education",0.163,,
"ESP","Spain","14","training and education",0.335,,
"SWE","Sweden","01-1","fine arts",0.075,,
"SWE","Sweden","01-2","history and archaeology",0.068,,
"SWE","Sweden","01-3","philosophy and theology",-0.266,,
"SWE","Sweden","01","arts and humanities knowledge",-0.048,,
"SWE","Sweden","02-1","adaptability/resilience",-0.172,,
"SWE","Sweden","02-2","motivation/commitment",-0.247,,
"SWE","Sweden","02-3","self-management/rigour",-0.065,,
"SWE","Sweden","02-4","values",0.044,,
"SWE","Sweden","02","attitudes",-0.2,,
"SWE","Sweden","03-1","clerical",-0.014,,
"SWE","Sweden","03-2","customer and personal service",-0.309,,
"SWE","Sweden","03-3","sales and marketing",-0.144,,
"SWE","Sweden","03","business processes",-0.292,,
"SWE","Sweden","04-1","learning",0.217,,
"SWE","Sweden","04-2","originality",0.066,,
"SWE","Sweden","04-3","quantitative abilities",-0.089,,
"SWE","Sweden","04-4","reasoning and problem-solving",0.111,,
"SWE","Sweden","04","cognitive skills",0.168,,
"SWE","Sweden","05-1","active listening",-0.209,,
"SWE","Sweden","05-2","communications and media",-0.02,,
"SWE","Sweden","05-3","reading comprehension",0.014,,
"SWE","Sweden","05-4","speaking",0.011,,
"SWE","Sweden","05-5","writing",0.071,,
"SWE","Sweden","05","communication skills",-0.04,,
"SWE","Sweden","06-1","computer programming",0.196,,
"SWE","Sweden","06-2","digital content creation",-0.079,,
"SWE","Sweden","06-3","digital data processing",0.128,,
"SWE","Sweden","06-4","ict safety, networks and servers",0.158,,
"SWE","Sweden","06-5","office tools and collaboration software",0.074,,
"SWE","Sweden","06-6","web development and cloud technologies",0.098,,
"SWE","Sweden","06","digital skills",0.203,,
"SWE","Sweden","07-1","law and government",0.057,,
"SWE","Sweden","07-2","public safety and security",-0.094,,
"SWE","Sweden","07","law and public safety knowledge",-0.018,,
"SWE","Sweden","08-1","medicine and dentistry",0.058,,
"SWE","Sweden","08-2","psychology, therapy, counselling",0.196,,
"SWE","Sweden","08","medicine knowledge",0.262,,
"SWE","Sweden","09-1","auditory and speech abilities",0.135,,
"SWE","Sweden","09-2","physical abilities",-0.267,,
"SWE","Sweden","09-3","psychomotor abilities",-0.232,,
"SWE","Sweden","09","physical skills",-0.201,,
"SWE","Sweden","10-1","building and construction",-0.118,,
"SWE","Sweden","10-2","design",-0.236,,
"SWE","Sweden","10-3","engineering, mechanics and technology",-0.035,,
"SWE","Sweden","10-4","food production",-0.324,,
"SWE","Sweden","10-5","installation and maintenance",-0.162,,
"SWE","Sweden","10-6","production and processing",-0.083,,
"SWE","Sweden","10-7","quality control analysis",-0.057,,
"SWE","Sweden","10-8","telecommunications",0.052,,
"SWE","Sweden","10-9","transportation",-0.104,,
"SWE","Sweden","10","production and technology knowledge",-0.219,,
"SWE","Sweden","11-1","administration and management",-0.05,,
"SWE","Sweden","11-2","management of financial resources",0.084,,
"SWE","Sweden","11-3","management of material resources",-0.454,,
"SWE","Sweden","11-4","management of personnel resources",-0.023,,
"SWE","Sweden","11-5","time management",-0.044,,
"SWE","Sweden","11","resource management",-0.173,,
"SWE","Sweden","12-1","biology",0.001,,
"SWE","Sweden","12-2","chemistry",-0.015,,
"SWE","Sweden","12-3","geography",0.214,,
"SWE","Sweden","12-4","physics",-0.004,,
"SWE","Sweden","12-5","sociology and anthropology",0.028,,
"SWE","Sweden","12","scientific knowledge",0.094,,
"SWE","Sweden","13-1","coordination",-0.048,,
"SWE","Sweden","13-2","judgment and decision making",-0.004,,
"SWE","Sweden","13-3","persuasion and negotiation",0.126,,
"SWE","Sweden","13-4","social perceptiveness",-0.028,,
"SWE","Sweden","13","social skills",0.033,,
"SWE","Sweden","14-1","training and education",0.094,,
"SWE","Sweden","14","training and education",0.194,,
"CHE","Switzerland","01-1","fine arts",-0.139,,
"CHE","Switzerland","01-2","history and archaeology",-0.123,,
"CHE","Switzerland","01-3","philosophy and theology",-0.145,,
"CHE","Switzerland","01","arts and humanities knowledge",-0.255,,
"CHE","Switzerland","02-1","adaptability/resilience",-0.074,,
"CHE","Switzerland","02-2","motivation/commitment",-0.395,,
"CHE","Switzerland","02-3","self-management/rigour",-0.142,,
"CHE","Switzerland","02-4","values",-0.098,,
"CHE","Switzerland","02","attitudes",-0.333,,
"CHE","Switzerland","03-1","clerical",0.134,,
"CHE","Switzerland","03-2","customer and personal service",-0.266,,
"CHE","Switzerland","03-3","sales and marketing",-0.404,,
"CHE","Switzerland","03","business processes",-0.309,,
"CHE","Switzerland","04-1","learning",-0.082,,
"CHE","Switzerland","04-2","originality",-0.279,,
"CHE","Switzerland","04-3","quantitative abilities",-0.15,,
"CHE","Switzerland","04-4","reasoning and problem-solving",-0.004,,
"CHE","Switzerland","04","cognitive skills",-0.241,,
"CHE","Switzerland","05-1","active listening",-0.158,,
"CHE","Switzerland","05-2","communications and media",-0.142,,
"CHE","Switzerland","05-3","reading comprehension",-0.057,,
"CHE","Switzerland","05-4","speaking",-0.103,,
"CHE","Switzerland","05-5","writing",-0.005,,
"CHE","Switzerland","05","communication skills",-0.173,,
"CHE","Switzerland","06-1","computer programming",0.083,,
"CHE","Switzerland","06-2","digital content creation",0.083,,
"CHE","Switzerland","06-3","digital data processing",0.064,,
"CHE","Switzerland","06-4","ict safety, networks and servers",0.066,,
"CHE","Switzerland","06-5","office tools and collaboration software",-0.006,,
"CHE","Switzerland","06-6","web development and cloud technologies",0.031,,
"CHE","Switzerland","06","digital skills",0.11,,
"CHE","Switzerland","07-1","law and government",0.01,,
"CHE","Switzerland","07-2","public safety and security",0.073,,
"CHE","Switzerland","07","law and public safety knowledge",0.086,,
"CHE","Switzerland","08-1","medicine and dentistry",0.051,,
"CHE","Switzerland","08-2","psychology, therapy, counselling",0.072,,
"CHE","Switzerland","08","medicine knowledge",0.126,,
"CHE","Switzerland","09-1","auditory and speech abilities",-0.083,,
"CHE","Switzerland","09-2","physical abilities",-0.251,,
"CHE","Switzerland","09-3","psychomotor abilities",-0.065,,
"CHE","Switzerland","09","physical skills",-0.25,,
"CHE","Switzerland","10-1","building and construction",-0.064,,
"CHE","Switzerland","10-2","design",-0.173,,
"CHE","Switzerland","10-3","engineering, mechanics and technology",0.034,,
"CHE","Switzerland","10-4","food production",-0.458,,
"CHE","Switzerland","10-5","installation and maintenance",-0.165,,
"CHE","Switzerland","10-6","production and processing",-0.11,,
"CHE","Switzerland","10-7","quality control analysis",-0.031,,
"CHE","Switzerland","10-8","telecommunications",0.035,,
"CHE","Switzerland","10-9","transportation",-0.048,,
"CHE","Switzerland","10","production and technology knowledge",-0.2,,
"CHE","Switzerland","11-1","administration and management",-0.135,,
"CHE","Switzerland","11-2","management of financial resources",-0.205,,
"CHE","Switzerland","11-3","management of material resources",-0.332,,
"CHE","Switzerland","11-4","management of personnel resources",-0.151,,
"CHE","Switzerland","11-5","time management",-0.127,,
"CHE","Switzerland","11","resource management",-0.357,,
"CHE","Switzerland","12-1","biology",0.093,,
"CHE","Switzerland","12-2","chemistry",0.2,,
"CHE","Switzerland","12-3","geography",0.066,,
"CHE","Switzerland","12-4","physics",0.015,,
"CHE","Switzerland","12-5","sociology and anthropology",-0.243,,
"CHE","Switzerland","12","scientific knowledge",0.078,,
"CHE","Switzerland","13-1","coordination",-0.173,,
"CHE","Switzerland","13-2","judgment and decision making",-0.002,,
"CHE","Switzerland","13-3","persuasion and negotiation",-0.319,,
"CHE","Switzerland","13-4","social perceptiveness",-0.044,,
"CHE","Switzerland","13","social skills",-0.253,,
"CHE","Switzerland","14-1","training and education",-0.317,,
"CHE","Switzerland","14","training and education",-0.596,,
"TUR","Türkiye","01-1","fine arts",-0.079,,
"TUR","Türkiye","01-2","history and archaeology",-0.142,,
"TUR","Türkiye","01-3","philosophy and theology",-0.218,,
"TUR","Türkiye","01","arts and humanities knowledge",-0.236,,
"TUR","Türkiye","02-1","adaptability/resilience",-0.113,,
"TUR","Türkiye","02-2","motivation/commitment",-0.283,,
"TUR","Türkiye","02-3","self-management/rigour",-0.163,,
"TUR","Türkiye","02-4","values",0.451,,
"TUR","Türkiye","02","attitudes",0.014,,
"TUR","Türkiye","03-1","clerical",-0.093,,
"TUR","Türkiye","03-2","customer and personal service",-0.347,,
"TUR","Türkiye","03-3","sales and marketing",-0.441,,
"TUR","Türkiye","03","business processes",-0.551,,
"TUR","Türkiye","04-1","learning",0.016,,
"TUR","Türkiye","04-2","originality",-0.28,,
"TUR","Türkiye","04-3","quantitative abilities",-0.27,,
"TUR","Türkiye","04-4","reasoning and problem-solving",-0.158,,
"TUR","Türkiye","04","cognitive skills",-0.322,,
"TUR","Türkiye","05-1","active listening",-0.191,,
"TUR","Türkiye","05-2","communications and media",-0.191,,
"TUR","Türkiye","05-3","reading comprehension",-0.307,,
"TUR","Türkiye","05-4","speaking",-0.215,,
"TUR","Türkiye","05-5","writing",-0.126,,
"TUR","Türkiye","05","communication skills",-0.363,,
"TUR","Türkiye","06-1","computer programming",-0.148,,
"TUR","Türkiye","06-2","digital content creation",-0.042,,
"TUR","Türkiye","06-3","digital data processing",-0.2,,
"TUR","Türkiye","06-4","ict safety, networks and servers",-0.09,,
"TUR","Türkiye","06-5","office tools and collaboration software",-0.161,,
"TUR","Türkiye","06-6","web development and cloud technologies",-0.107,,
"TUR","Türkiye","06","digital skills",-0.234,,
"TUR","Türkiye","07-1","law and government",-0.155,,
"TUR","Türkiye","07-2","public safety and security",0.107,,
"TUR","Türkiye","07","law and public safety knowledge",-0.013,,
"TUR","Türkiye","08-1","medicine and dentistry",0.078,,
"TUR","Türkiye","08-2","psychology, therapy, counselling",0.086,,
"TUR","Türkiye","08","medicine knowledge",0.169,,
"TUR","Türkiye","09-1","auditory and speech abilities",-0.216,,
"TUR","Türkiye","09-2","physical abilities",0.035,,
"TUR","Türkiye","09-3","psychomotor abilities",0.468,,
"TUR","Türkiye","09","physical skills",0.232,,
"TUR","Türkiye","10-1","building and construction",-0.046,,
"TUR","Türkiye","10-2","design",-0.258,,
"TUR","Türkiye","10-3","engineering, mechanics and technology",-0.179,,
"TUR","Türkiye","10-4","food production",-0.139,,
"TUR","Türkiye","10-5","installation and maintenance",-0.131,,
"TUR","Türkiye","10-6","production and processing",-0.187,,
"TUR","Türkiye","10-7","quality control analysis",-0.226,,
"TUR","Türkiye","10-8","telecommunications",-0.169,,
"TUR","Türkiye","10-9","transportation",-0.43,,
"TUR","Türkiye","10","production and technology knowledge",-0.368,,
"TUR","Türkiye","11-1","administration and management",-0.283,,
"TUR","Türkiye","11-2","management of financial resources",-0.284,,
"TUR","Türkiye","11-3","management of material resources",-0.211,,
"TUR","Türkiye","11-4","management of personnel resources",-0.239,,
"TUR","Türkiye","11-5","time management",-0.159,,
"TUR","Türkiye","11","resource management",-0.441,,
"TUR","Türkiye","12-1","biology",0.338,,
"TUR","Türkiye","12-2","chemistry",-0.089,,
"TUR","Türkiye","12-3","geography",-0.066,,
"TUR","Türkiye","12-4","physics",-0.168,,
"TUR","Türkiye","12-5","sociology and anthropology",-0.086,,
"TUR","Türkiye","12","scientific knowledge",0.011,,
"TUR","Türkiye","13-1","coordination",-0.191,,
"TUR","Türkiye","13-2","judgment and decision making",-0.013,,
"TUR","Türkiye","13-3","persuasion and negotiation",-0.455,,
"TUR","Türkiye","13-4","social perceptiveness",0.046,,
"TUR","Türkiye","13","social skills",-0.281,,
"TUR","Türkiye","14-1","training and education",0.03,,
"TUR","Türkiye","14","training and education",0.062,,
"GBR","United Kingdom","01-1","fine arts",0.045,,
"GBR","United Kingdom","01-2","history and archaeology",0.02,,
"GBR","United Kingdom","01-3","philosophy and theology",-0.239,,
"GBR","United Kingdom","01","arts and humanities knowledge",-0.096,,
"GBR","United Kingdom","02-1","adaptability/resilience",0.014,,
"GBR","United Kingdom","02-2","motivation/commitment",-0.212,,
"GBR","United Kingdom","02-3","self-management/rigour",-0.181,,
"GBR","United Kingdom","02-4","values",0.059,,
"GBR","United Kingdom","02","attitudes",-0.14,,
"GBR","United Kingdom","03-1","clerical",-0.275,,
"GBR","United Kingdom","03-2","customer and personal service",-0.414,,
"GBR","United Kingdom","03-3","sales and marketing",-0.117,,
"GBR","United Kingdom","03","business processes",-0.504,,
"GBR","United Kingdom","04-1","learning",0.15,,
"GBR","United Kingdom","04-2","originality",0.102,,
"GBR","United Kingdom","04-3","quantitative abilities",-0.203,,
"GBR","United Kingdom","04-4","reasoning and problem-solving",0.089,,
"GBR","United Kingdom","04","cognitive skills",0.095,,
"GBR","United Kingdom","05-1","active listening",-0.22,,
"GBR","United Kingdom","05-2","communications and media",-0.017,,
"GBR","United Kingdom","05-3","reading comprehension",0.212,,
"GBR","United Kingdom","05-4","speaking",-0.051,,
"GBR","United Kingdom","05-5","writing",0.029,,
"GBR","United Kingdom","05","communication skills",0.009,,
"GBR","United Kingdom","06-1","computer programming",0.153,,
"GBR","United Kingdom","06-2","digital content creation",0.061,,
"GBR","United Kingdom","06-3","digital data processing",-0.038,,
"GBR","United Kingdom","06-4","ict safety, networks and servers",0.118,,
"GBR","United Kingdom","06-5","office tools and collaboration software",-0.009,,
"GBR","United Kingdom","06-6","web development and cloud technologies",0.02,,
"GBR","United Kingdom","06","digital skills",0.109,,
"GBR","United Kingdom","07-1","law and government",0.181,,
"GBR","United Kingdom","07-2","public safety and security",-0.023,,
"GBR","United Kingdom","07","law and public safety knowledge",0.169,,
"GBR","United Kingdom","08-1","medicine and dentistry",0.159,,
"GBR","United Kingdom","08-2","psychology, therapy, counselling",0.248,,
"GBR","United Kingdom","08","medicine knowledge",0.418,,
"GBR","United Kingdom","09-1","auditory and speech abilities",-0.14,,
"GBR","United Kingdom","09-2","physical abilities",-0.294,,
"GBR","United Kingdom","09-3","psychomotor abilities",-0.26,,
"GBR","United Kingdom","09","physical skills",-0.446,,
"GBR","United Kingdom","10-1","building and construction",0.046,,
"GBR","United Kingdom","10-2","design",-0.128,,
"GBR","United Kingdom","10-3","engineering, mechanics and technology",0.12,,
"GBR","United Kingdom","10-4","food production",-0.077,,
"GBR","United Kingdom","10-5","installation and maintenance",-0.05,,
"GBR","United Kingdom","10-6","production and processing",0.034,,
"GBR","United Kingdom","10-7","quality control analysis",0.046,,
"GBR","United Kingdom","10-8","telecommunications",0.03,,
"GBR","United Kingdom","10-9","transportation",0.04,,
"GBR","United Kingdom","10","production and technology knowledge",0.028,,
"GBR","United Kingdom","11-1","administration and management",0.229,,
"GBR","United Kingdom","11-2","management of financial resources",0.113,,
"GBR","United Kingdom","11-3","management of material resources",-0.23,,
"GBR","United Kingdom","11-4","management of personnel resources",0.105,,
"GBR","United Kingdom","11-5","time management",0.011,,
"GBR","United Kingdom","11","resource management",0.116,,
"GBR","United Kingdom","12-1","biology",0.073,,
"GBR","United Kingdom","12-2","chemistry",0.078,,
"GBR","United Kingdom","12-3","geography",0.286,,
"GBR","United Kingdom","12-4","physics",-0.021,,
"GBR","United Kingdom","12-5","sociology and anthropology",0.249,,
"GBR","United Kingdom","12","scientific knowledge",0.273,,
"GBR","United Kingdom","13-1","coordination",0.005,,
"GBR","United Kingdom","13-2","judgment and decision making",0.087,,
"GBR","United Kingdom","13-3","persuasion and negotiation",0.276,,
"GBR","United Kingdom","13-4","social perceptiveness",-0.259,,
"GBR","United Kingdom","13","social skills",0.088,,
"GBR","United Kingdom","14-1","training and education",0.244,,
"GBR","United Kingdom","14","training and education",0.501,,
"USA","United States","01-1","fine arts",-0.049,,
"USA","United States","01-2","history and archaeology",0.059,,
"USA","United States","01-3","philosophy and theology",0.081,,
"USA","United States","01","arts and humanities knowledge",0.07,,
"USA","United States","02-1","adaptability/resilience",0.102,,
"USA","United States","02-2","motivation/commitment",0.27,,
"USA","United States","02-3","self-management/rigour",0.033,,
"USA","United States","02-4","values",-0.054,,
"USA","United States","02","attitudes",0.204,,
"USA","United States","03-1","clerical",0.058,,
"USA","United States","03-2","customer and personal service",0.295,,
"USA","United States","03-3","sales and marketing",0.247,,
"USA","United States","03","business processes",0.411,,
"USA","United States","04-1","learning",0.135,,
"USA","United States","04-2","originality",0.058,,
"USA","United States","04-3","quantitative abilities",-0.012,,
"USA","United States","04-4","reasoning and problem-solving",-0.046,,
"USA","United States","04","cognitive skills",0.077,,
"USA","United States","05-1","active listening",0.229,,
"USA","United States","05-2","communications and media",0.107,,
"USA","United States","05-3","reading comprehension",-0.171,,
"USA","United States","05-4","speaking",0.085,,
"USA","United States","05-5","writing",0.002,,
"USA","United States","05","communication skills",0.13,,
"USA","United States","06-1","computer programming",-0.103,,
"USA","United States","06-2","digital content creation",-0.191,,
"USA","United States","06-3","digital data processing",-0.026,,
"USA","United States","06-4","ict safety, networks and servers",0.001,,
"USA","United States","06-5","office tools and collaboration software",-0.008,,
"USA","United States","06-6","web development and cloud technologies",0.01,,
"USA","United States","06","digital skills",-0.093,,
"USA","United States","07-1","law and government",-0.087,,
"USA","United States","07-2","public safety and security",-0.028,,
"USA","United States","07","law and public safety knowledge",-0.108,,
"USA","United States","08-1","medicine and dentistry",0.171,,
"USA","United States","08-2","psychology, therapy, counselling",0.181,,
"USA","United States","08","medicine knowledge",0.361,,
"USA","United States","09-1","auditory and speech abilities",-0.013,,
"USA","United States","09-2","physical abilities",0.06,,
"USA","United States","09-3","psychomotor abilities",-0.208,,
"USA","United States","09","physical skills",-0.088,,
"USA","United States","10-1","building and construction",-0.487,,
"USA","United States","10-2","design",-0.021,,
"USA","United States","10-3","engineering, mechanics and technology",-0.349,,
"USA","United States","10-4","food production",0.239,,
"USA","United States","10-5","installation and maintenance",-0.06,,
"USA","United States","10-6","production and processing",-0.307,,
"USA","United States","10-7","quality control analysis",-0.18,,
"USA","United States","10-8","telecommunications",-0.006,,
"USA","United States","10-9","transportation",-0.109,,
"USA","United States","10","production and technology knowledge",-0.242,,
"USA","United States","11-1","administration and management",-0.062,,
"USA","United States","11-2","management of financial resources",-0.049,,
"USA","United States","11-3","management of material resources",0.38,,
"USA","United States","11-4","management of personnel resources",0.004,,
"USA","United States","11-5","time management",0.055,,
"USA","United States","11","resource management",0.148,,
"USA","United States","12-1","biology",-0.134,,
"USA","United States","12-2","chemistry",-0.144,,
"USA","United States","12-3","geography",-0.147,,
"USA","United States","12-4","physics",-0.208,,
"USA","United States","12-5","sociology and anthropology",-0.072,,
"USA","United States","12","scientific knowledge",-0.251,,
"USA","United States","13-1","coordination",0.086,,
"USA","United States","13-2","judgment and decision making",-0.022,,
"USA","United States","13-3","persuasion and negotiation",-0.152,,
"USA","United States","13-4","social perceptiveness",-0.241,,
"USA","United States","13","social skills",-0.105,,
"USA","United States","14-1","training and education",0.131,,
"USA","United States","14","training and education",0.27,,
"ARG","Argentina","01-1","fine arts",0.036,,
"ARG","Argentina","01-2","history and archaeology",0.158,,
"ARG","Argentina","01-3","philosophy and theology",0.042,,
"ARG","Argentina","01","arts and humanities knowledge",0.161,,
"ARG","Argentina","02-1","adaptability/resilience",-0.152,,
"ARG","Argentina","02-2","motivation/commitment",-0.18,,
"ARG","Argentina","02-3","self-management/rigour",-0.048,,
"ARG","Argentina","02-4","values",-0.046,,
"ARG","Argentina","02","attitudes",-0.2,,
"ARG","Argentina","03-1","clerical",0.088,,
"ARG","Argentina","03-2","customer and personal service",-0.106,,
"ARG","Argentina","03-3","sales and marketing",-0.195,,
"ARG","Argentina","03","business processes",-0.116,,
"ARG","Argentina","04-1","learning",0.662,,
"ARG","Argentina","04-2","originality",0.062,,
"ARG","Argentina","04-3","quantitative abilities",-0.128,,
"ARG","Argentina","04-4","reasoning and problem-solving",0.073,,
"ARG","Argentina","04","cognitive skills",0.359,,
"ARG","Argentina","05-1","active listening",-0.106,,
"ARG","Argentina","05-2","communications and media",0.01,,
"ARG","Argentina","05-3","reading comprehension",0.093,,
"ARG","Argentina","05-4","speaking",0.044,,
"ARG","Argentina","05-5","writing",0.084,,
"ARG","Argentina","05","communication skills",0.062,,
"ARG","Argentina","06-1","computer programming",0.097,,
"ARG","Argentina","06-2","digital content creation",-0.063,,
"ARG","Argentina","06-3","digital data processing",0.111,,
"ARG","Argentina","06-4","ict safety, networks and servers",0.157,,
"ARG","Argentina","06-5","office tools and collaboration software",0.101,,
"ARG","Argentina","06-6","web development and cloud technologies",0.081,,
"ARG","Argentina","06","digital skills",0.171,,
"ARG","Argentina","07-1","law and government",0.05,,
"ARG","Argentina","07-2","public safety and security",-0.112,,
"ARG","Argentina","07","law and public safety knowledge",-0.043,,
"ARG","Argentina","08-1","medicine and dentistry",0.182,,
"ARG","Argentina","08-2","psychology, therapy, counselling",0.308,,
"ARG","Argentina","08","medicine knowledge",0.504,,
"ARG","Argentina","09-1","auditory and speech abilities",0.147,,
"ARG","Argentina","09-2","physical abilities",-0.323,,
"ARG","Argentina","09-3","psychomotor abilities",-0.436,,
"ARG","Argentina","09","physical skills",-0.354,,
"ARG","Argentina","10-1","building and construction",-0.667,,
"ARG","Argentina","10-2","design",-0.39,,
"ARG","Argentina","10-3","engineering, mechanics and technology",-0.396,,
"ARG","Argentina","10-4","food production",-0.336,,
"ARG","Argentina","10-5","installation and maintenance",-0.178,,
"ARG","Argentina","10-6","production and processing",-0.324,,
"ARG","Argentina","10-7","quality control analysis",-0.196,,
"ARG","Argentina","10-8","telecommunications",0.031,,
"ARG","Argentina","10-9","transportation",-0.248,,
"ARG","Argentina","10","production and technology knowledge",-0.562,,
"ARG","Argentina","11-1","administration and management",-0.02,,
"ARG","Argentina","11-2","management of financial resources",0.124,,
"ARG","Argentina","11-3","management of material resources",-0.462,,
"ARG","Argentina","11-4","management of personnel resources",0.029,,
"ARG","Argentina","11-5","time management",0.011,,
"ARG","Argentina","11","resource management",-0.099,,
"ARG","Argentina","12-1","biology",-0.084,,
"ARG","Argentina","12-2","chemistry",-0.125,,
"ARG","Argentina","12-3","geography",0.076,,
"ARG","Argentina","12-4","physics",-0.324,,
"ARG","Argentina","12-5","sociology and anthropology",0.139,,
"ARG","Argentina","12","scientific knowledge",-0.094,,
"ARG","Argentina","13-1","coordination",-0.054,,
"ARG","Argentina","13-2","judgment and decision making",0.009,,
"ARG","Argentina","13-3","persuasion and negotiation",0.145,,
"ARG","Argentina","13-4","social perceptiveness",-0.054,,
"ARG","Argentina","13","social skills",0.037,,
"ARG","Argentina","14-1","training and education",0.506,,
"ARG","Argentina","14","training and education",0.104,,
"BRA","Brazil","01-1","fine arts",0.077,,
"BRA","Brazil","01-2","history and archaeology",0.016,,
"BRA","Brazil","01-3","philosophy and theology",-0.214,,
"BRA","Brazil","01","arts and humanities knowledge",-0.031,,
"BRA","Brazil","02-1","adaptability/resilience",-0.106,,
"BRA","Brazil","02-2","motivation/commitment",0.063,,
"BRA","Brazil","02-3","self-management/rigour",0.003,,
"BRA","Brazil","02-4","values",0.157,,
"BRA","Brazil","02","attitudes",0.074,,
"BRA","Brazil","03-1","clerical",0.005,,
"BRA","Brazil","03-2","customer and personal service",0.114,,
"BRA","Brazil","03-3","sales and marketing",-0.157,,
"BRA","Brazil","03","business processes",0,,
"BRA","Brazil","04-1","learning",0.06,,
"BRA","Brazil","04-2","originality",0.112,,
"BRA","Brazil","04-3","quantitative abilities",-0.029,,
"BRA","Brazil","04-4","reasoning and problem-solving",0.02,,
"BRA","Brazil","04","cognitive skills",0.088,,
"BRA","Brazil","05-1","active listening",-0.086,,
"BRA","Brazil","05-2","communications and media",0.035,,
